type,id,geometry,geometry_name,properties/Nombre,properties/Direccion,properties/Zona,properties/Tipo,properties/ActividadEconomica,properties/MacroDistrito,properties/DistritoChar,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,agenciasviajes.219,,geom,Ver Bolivia S.R.L.,Av. Saavedra #1059,MIRAFLORES,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 2,2,,brenda.zuniga,2016-06-09T13:55:39.110Z,,,,
Feature,agenciasviajes.220,,geom,Uniworld Travel Representations,A. 16 de Julio #1495,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:00:56.413Z,,Point,-68.13266487,-16.50097841
Feature,agenciasviajes.221,,geom,Viajes rutas y recuerdos,C. Aroma Edif.  Diamante Azul #40,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:02:10.153Z,,Point,-68.14025377,-16.49575022
Feature,agenciasviajes.222,,geom,Big Sun Travel,C. Illampu #726,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:03:11.280Z,,,,
Feature,agenciasviajes.223,,geom,Vip Tour Ltda.,Av. Mariscal Santa Cruz #1392 Edif.  Cámara Nacional de Comercio,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-09T14:05:38.570Z,,Point,-68.13428069,-16.5003367
Feature,agenciasviajes.224,,geom,Intercontinental Travel S.R.L.,Av. 16 de julio #1636 Edif.  Centro de huespedes Jhon Wesley,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-09T14:08:23.757Z,,Point,-68.13264805,-16.50227694
Feature,agenciasviajes.225,,geom,Viacha Tours,C. Sagárnaga #315,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T14:09:09.327Z,,,,
Feature,agenciasviajes.226,,geom,Empresa Operadora de Turismo Receptivo Hiking Bolivia Tours,C. Illampu #750,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:09:46.357Z,,,,
Feature,agenciasviajes.227,,geom,Travel Store Bolivia,C. Sagárnaga #229,SAN PEDRO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-09T14:10:35.057Z,,Point,-68.13795748,-16.49719418
Feature,agenciasviajes.228,,geom,Ride on Bolivia Biking S.R.L.,C. Casimiro Corrales #1067,MIRAFLORES,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 2,2,,brenda.zuniga,2016-06-09T14:12:17.380Z,,,,
Feature,agenciasviajes.229,,geom,Viatori Rours S.R.L.,C. Sanchez Lima #2329,SOPOCACHI,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T14:22:28.840Z,,,,
Feature,agenciasviajes.230,,geom,Ideal Tours S.R.L.,C. Mercado #1328,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:23:20.977Z,,Point,-68.13328971,-16.49855679
Feature,agenciasviajes.231,,geom,Victoria Travel,C.  Sagárnaga #309,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T14:24:22.930Z,,,,
Feature,agenciasviajes.232,,geom,Bolivia Chacana Travel,C. Linares #947,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T14:27:22.700Z,,Point,-68.13801784,-16.49772074
Feature,agenciasviajes.233,,geom,John Travel S.R.L.,Av. Montenegro #724,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T14:31:38.647Z,,,,
Feature,agenciasviajes.234,,geom,Nuevo Continente - Bolivia,C. Sagárnaga  #342,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:35:35.413Z,,,,
Feature,agenciasviajes.235,,geom,Sun Island Tours,Av. Arce #2652 Ed.Mila,SOPOCACHI BAJO(CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:41:26.403Z,,,,
Feature,agenciasviajes.236,,geom,Bolivia Huayruru Tours,C. Illampu #761 H.Berlina,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:43:49.507Z,,Point,-68.13971584,-16.49621646
Feature,agenciasviajes.237,,geom,Sendas Altas - Operadores en Turismo S.R.L.,C. Indaburo  #710,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:45:25.967Z,,,,
Feature,agenciasviajes.238,,geom,Falinu Tours Ltda.,Av. 16 De Julio #1655,CENTRAL,,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:49:14.843Z,,Point,-68.13204905,-16.5021903
Feature,agenciasviajes.239,,geom,ELizabeth Travel & Tours,C. Murillo  #764,ROSARIO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:51:50.070Z,,Point,-68.13862456,-16.49529206
Feature,agenciasviajes.240,,geom,Olympia Travel S.R.L.,Av. 6 de Agosto #2216,SOPOCACHI,,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,6,,brenda.zuniga,2016-06-09T14:52:54.483Z,,,,
Feature,agenciasviajes.241,,geom,Almudena Tours La Paz,C. Carlos Medinacelli  #1022,SOPOCACHI,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T14:54:49.593Z,,,,
Feature,agenciasviajes.242,,geom,Vitrum Representaciones S.R.L.,Av. Arce #2871 Prisila  L1,SAN JORGE,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:57:31.840Z,,,,
Feature,agenciasviajes.243,,geom,Travel Store Bolivia,Av. Montes #641,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T14:59:38.603Z,,,,
Feature,agenciasviajes.244,,geom,Extreme Expeditions of Urbi Et Orbi S.R.L.,C. Sagárnaga #177 Edif. Gala Centro,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:06:41.300Z,,,,
Feature,agenciasviajes.245,,geom,Extreme Expeditions of Urbi Et Orbi S.R.L.,C. Comercio #1476,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:08:48.963Z,,Point,-68.13106338,-16.4977237
Feature,agenciasviajes.246,,geom,Agencia de viajes El Lobo,C. Loayza  #317,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:13:33.590Z,,,,
Feature,agenciasviajes.247,,geom,Viajes del Sur,C. Yanacocha  Edif. Shop norte L701 No.,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:15:24.497Z,,Point,-68.13491702,-16.4965547
Feature,agenciasviajes.248,,geom,Overdose Bolivia,C. Comercio #1435,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:17:54.997Z,,,,
Feature,agenciasviajes.249,,geom,Esencia viajes y turismo,Pa. Mendes Arcos #103,SOPOCACHI,,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T15:21:09.327Z,,,,
Feature,agenciasviajes.250,,geom,J-Xtreme Bolivia,C. Murillo  #951,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T15:22:01.440Z,,,,
Feature,agenciasviajes.251,,geom,Vidaurre Reisen Und Investitionen,C. Murillo  #755,ROSARIO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:23:26.847Z,,,,
Feature,agenciasviajes.252,,geom,Solhorizonte,C. Sagárnaga  #189 Edif. Micheles,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T15:27:50.763Z,,,,
Feature,agenciasviajes.253,,geom,Diplomatic Tours,Av. 16 de Julio  #1506,SAN PEDRO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T15:29:28.023Z,,,,
Feature,agenciasviajes.254,,geom,lta Travel Agency S.R.L.,Pza. Alonzo de Mendoza #SN Edif. Hotel Montero,SAN SEBASTIAN,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T15:32:23.993Z,,Point,-68.13906092,-16.49340751
Feature,agenciasviajes.255,,geom,Agencia organizacion de viajes,C. Linares #940,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T15:44:56.490Z,,,,
Feature,agenciasviajes.256,,geom,Castillo Servitur Travel,C. Belisario Salinas #383 Edif.  Vilamari,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T16:23:44.917Z,,Point,-68.12638003,-16.50964872
Feature,agenciasviajes.257,,geom,Jhonatan Bernard Guarachi Jemio,Av. Camacho #1377,CENTRAL,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T16:27:07.470Z,,,,
Feature,agenciasviajes.258,,geom,Btgroup S.R.L.,Psj. Jauregui #2255,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T19:19:28.680Z,,,,
Feature,agenciasviajes.259,,geom,Carlson Wagonlit Travel - Retbo S.A.,C.Cordero Esq. Av. Arce #150 Edif.  El Escorial Piso 1 Oficina 102,SAN JORGE,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T19:22:42.853Z,,Point,-68.12096858,-16.51314131
Feature,agenciasviajes.260,,geom,Adis W.G. Travel,C. Tejada Sorzano #414 Edif.  Casa Blanca Piso 3 Oficina 3A,VILLA FATIMA,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,PERIFERICA,DISTRITO 13,13,,brenda.zuniga,2016-06-09T19:26:45.557Z,,,,
Feature,agenciasviajes.261,,geom,Magic Bolivia,Av. 16 de Julio #1490,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-09T19:29:35.653Z,,,,
Feature,agenciasviajes.262,,geom,Agencia de viajes y turismo,Av. Mariscal Santa Cruz #1351 Edif.  Litoral,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T19:32:55.223Z,"VASTOUR S.R.L., ERROR AL INTRODUCIR EL NOMBRE DE LA EMPRESA PARA LA LICENCIA DE FUNCIONAMIENTO",,,
Feature,agenciasviajes.263,,geom,Gina Tours Ltda.,Av Illimani #1697,MIRAFLORES,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 2,2,,brenda.zuniga,2016-06-09T19:35:05.400Z,,,,
Feature,agenciasviajes.264,,geom,Agencia de viaje,C. Illampu #773,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T19:35:57.680Z,,,,
Feature,agenciasviajes.265,,geom,Olympia travel,C. 21 #8398,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T19:40:15.350Z,,Point,-68.07724351,-16.54402991
Feature,agenciasviajes.266,,geom,Agencia de viaje,Pza. Isabel La Católica #S/N MZ OF2,SOPOCACHI (CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T19:46:05.893Z,,,,
Feature,agenciasviajes.267,,geom,Viajar bolivia,C. 3 #820,SEGUENCOMA ALTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 21,21,,brenda.zuniga,2016-06-09T19:46:29.717Z,,,,
Feature,agenciasviajes.268,,geom,Agencia de viajes y asistencia a turistas,C. Illampu #1124,SAN PEDRO BELEN,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T19:47:47.010Z,,,,
Feature,agenciasviajes.269,,geom,Agencia de viaje,C. Sagárnaga #229,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T19:51:06.970Z,"ORIGENES DEL INKA, ERROR AL MOMENTO DE REGISTRAR EL NOMBRE PARA LA LICENCIA DE FUNCIONAMIENTO",,,
Feature,agenciasviajes.270,,geom,BTG,Av. Montenegro #850,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T19:57:39.937Z,,,,
Feature,agenciasviajes.271,,geom,Astur,Av. Jose Aguirre Acha C. 6 #80 Edif.  Bloque 80 Piso 5 Oficina 500,LOS PINOS,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T20:00:37.300Z,,,,
Feature,agenciasviajes.272,,geom,TC Consulting & Travel Group S.R.L.,C. Clavijo Edif.  San Patricio #S/N,SAN JORGE,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,2,,brenda.zuniga,2016-06-09T20:02:42.100Z,,,,
Feature,agenciasviajes.273,,geom,Transturin Ltda.,C. 6 Jose Parada #100,ACHUMANI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 18,18,,brenda.zuniga,2016-06-09T20:03:54.620Z,,,,
Feature,agenciasviajes.274,,geom,Oasis Odysseys Tours,C. Sagárnaga #363,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T20:05:21.580Z,,,,
Feature,agenciasviajes.275,,geom,Turismo Bolivia - Peru S.R.L.,C. Linares #947,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T20:06:24.777Z,,,,
Feature,agenciasviajes.276,,geom,Tour Operator S.R.L.,C. Illampu #717,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,6,,brenda.zuniga,2016-06-09T20:10:32.020Z,"JUMP BOLIVIA S.R.L., ERROR AL INTRODUCIR EL NOMBRE DE LA EMPRESA PARA LA LICENCIA DE FUNCIONAMIENTO",,,
Feature,agenciasviajes.277,,geom,Todo Turismo S.R.L.,Av. Uruguay #102,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T20:12:57.787Z,,,,
Feature,agenciasviajes.278,,geom,Jiwaki Bolivia Travel,C. Sagárnaga #380,ROSARIO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,6,,brenda.zuniga,2016-06-09T20:13:49.747Z,,,,
Feature,agenciasviajes.280,,geom,La Gran Muralla S.R.L.,Av. Arce #2177 Edif.  Ex Radisson,SAN JORGE,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T20:16:57.983Z,,Point,-68.12762313,-16.50664135
Feature,agenciasviajes.281,,geom,Agencia de viaje,C. Linares #956,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T20:17:17.407Z,,,,
Feature,agenciasviajes.283,,geom,Kendeke Tours,C. Linares #906,ROSARIO(COTAHUMA),Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,0,,brenda.zuniga,2016-06-09T20:20:08.930Z,,,,
Feature,agenciasviajes.284,,geom,Bolivia Autentica Travel Agency & Tour Operator,C. Sagárnaga #189,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T20:20:00.847Z,,Point,-68.1375191,-16.49697205
Feature,agenciasviajes.285,,geom,No Fear Adventure S.R.L.,C. Mariscal Santa Cruz #242,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T20:20:38.693Z,,,,
Feature,agenciasviajes.286,,geom,Infotur ,"Av.  Mariscal Santa Cruz Esq. C. Colombia, Edif.  Técnico Planta Baja",COTAHUMA,,,,,6,brenda.zuniga,brenda.zuniga,2016-06-09T21:11:53.673Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.13416065,-16.50043742
Feature,agenciasviajes.287,,geom,Infotur Prado,Av. 16 de Julio Esq. C. México,COTAHUMA,,,,,6,brenda.zuniga,brenda.zuniga,2016-06-09T21:11:43.023Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.1314489,-16.5038616
Feature,agenciasviajes.288,,geom,Infotur Tomás Katari,"Pza. Tomás Katari, frente al Cementerio General",MAX PAREDES,,,,,8,brenda.zuniga,brenda.zuniga,2016-06-09T21:15:13.893Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.15124581,-16.49523478
Feature,agenciasviajes.289,,geom,Infotur Terminal de Buses,"Av. Uruguay, Terminal de Buses",PERIFERICA,,,,,11,brenda.zuniga,brenda.zuniga,2016-06-09T21:22:39.947Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.14095695,-16.48854901
Feature,agenciasviajes.290,,geom,Infotur Museo Costumbrista,Av. Sucre Esq. C. Jaen,CENTRO,,,,,1,brenda.zuniga,brenda.zuniga,2016-06-09T21:28:36.380Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.13575538,-16.49167018
Feature,agenciasviajes.291,,geom,Infotur Mirador Killi Killi,Av. La Bandera Esq. Heroinas 16 de Julio,PERIFERICA,,,,,11,brenda.zuniga,brenda.zuniga,2016-06-13T15:32:12.213Z,"CENTRO DE INFORMACIÓN TURÍSTICA, CERRADO TEMPORALMENTE",Point,-68.12744204,-16.49460465
Feature,agenciasviajes.292,,geom,Infotur Pérez Velazco,Av. Mariscal Santa Cruz y Comercio,CENTRO,,,,,1,brenda.zuniga,brenda.zuniga,2016-06-13T15:31:42.473Z,"CENTRO DE INFORMACIÓN TURÍSTICA, CERRADO TEMPORALMENTE",Point,-68.13658371,-16.49475971
Feature,agenciasviajes.293,,geom,Infotur Museo Tambo Quirquincho,Pza. Alonso de Mendoza,CENTRO,,,,,1,brenda.zuniga,brenda.zuniga,2016-06-09T21:36:28.720Z,CENTRO DE INFORMACIÓN TURÍSTICA,Point,-68.13803348,-16.49353515
Feature,agenciasviajes.294,,geom,Infotur Chiaraque - Muela del  Diablo,Zona Pedregal (NO FUNCIONA).,PEDREGAL,,,,,20,brenda.zuniga,brenda.zuniga,2016-06-13T15:31:22.290Z,"CENTRO DE INFORMACIÓN TURÍSTICA, CERRADO TEMPORALMENTE",Point,-68.05657849,-16.55758988
Feature,agenciasviajes.295,,geom,Infotur Laicacota,Av. del Ejercito Parque Mirador Laikakota,MIRAFLORES,,,,,2,brenda.zuniga,brenda.zuniga,2016-06-13T15:30:52.797Z,"CENTRO DE INFORMACIÓN TURÍSTICA, CERRADO TEMPORALMENTE",Point,-68.1247694,-16.50262936
Feature,agenciasviajes.296,,geom,Tropical Tours,C. Enrique Peñaranda # 1026 Edificio Torre T. Bloque M.,SAN MIGUEL,,,,,18,clara.revollo,clara.revollo,2016-07-25T23:10:03.880Z,,Point,-68.07934688,-16.54368237
Feature,agenciasviajes.297,,geom,Tropical Tours,"Av. Arce Edificio Illimani 1, Planta Baja",SAN JORGE,,,,,1,clara.revollo,clara.revollo,2016-07-25T23:10:18.787Z,,Point,-68.12150802,-16.51191031
