Departamento,Alcance,Descripcion del alcance,Latitud,Longitud,Dirección,Tipo de proveedor,Nombre ,Tipo de servicios o productos,Servicios o productos,Dias y horarios de atención,Telefonos,A domicilio,Verificado
La Paz,Distrital,Distrito 7 - Max Paredes,-16.500530,-68.153006,Zona Sagrado Corazon,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas","Miercoles, jueves, viernes. 7:00 a 12:00",null,Si,Si
La Paz,Distrital,Distrito 9 - Max Paredes,-16.500101,-68.161168,"Zona Wakathaki, colegio Filadelfia",Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas","Miercoles, jueves, viernes. 7:00 a 12:00",null,Si,Si
La Paz,Distrital,Distrito 10 - Max Paredes,-16.488718,-68.143275,Ciudadela Caja Ferroviaria,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas","Miercoles, jueves, viernes. 7:00 a 12:00",null,Si,Si
Santa Cruz,Distrital,Distrito 4,-17.817747,-63.173147,Barrio Guaracal (Parque urbano),Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 6,-17.781787,-63.145049,Barrio Guarachi-Rotonda,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 6,-17.776433,-63.134799,Barrio 21 de Enero-Cancha,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 6,-17.686077,-63.070053,Urbanización Clara Serrano,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.834344,-63.193398,Barrio Las Misiones-Plaza del barrio,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.839180,-63.185724,Centro Educativo Caritas - Barrio Yabog - Barrio El Deber,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.775866,-63.117687,Barrio España - Frente a la capilla,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.851037,-63.198303,"Av. Miguel de Cervantes, octavo anillo",Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.850836,-63.194392,Barrio La Colorada - Cancha 16 de noviembre,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 9,-17.860254,-63.213271,Barrio El Trigal - Plaza del barrio,Público,Mercado movil-GAM La Paz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 14 ,-17.881180,-62.941722,Comunidad Usuri y zonas aledañas,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Lunes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 1,-17.757712,-63.201073,Plaza La Costanera,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 1,-17.818435,-63.130803,Plaza los Mangales,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 1,-17.770796,-63.201782,Sub alcaldia Distrito 1,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 1,-17.796800,-63.222009,Unidad Educativa Las Porras,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,-17.780884,-63.098498,Lagua Guapilo Barrio Junin UV 263,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,-17.781715,-63.090259,Condominio Borguese 262-264,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,-17.769912,-63.134514,Kerana,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,NA,NA,La Casona,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,NA,NA,Amaranto,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,NA,NA,Parque Acuatico,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,NA,NA,Barrio Taparruete 278,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 7,NA,NA,Ciudad del Este UV 270,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 8,-17.842421,-63.085481,Urbanización Punta Rena - Modulo Juancito Pinto,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 8,-17.847212,-63.087970,Urbanización El Quior - Plaza Principal,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 8,NA,NA,Barrio 15 de Enero - Cancha 15 de enero,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Martes 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Barrio Paraiso,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Señor de los milagros Km. 9,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.706295,-63.164682,Barrio Totaitu Mirador,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.729157,-63.144493,Barrio Los Sauces,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.729387,-63.175957,Barrio Villa Carmela,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.750875,-63.186746,Barrio 24 de Septiembre,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Barrio Bella Vista,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.824594,-63.178732,Barrio 16 de Noviembre,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Barrio La Esperanza,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Barrio Los Pinos,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,NA,NA,Barrio 15 de Octubre,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.688018,-63.150900,"Zona de Condominio Sevilla (1 y 2, Los Bosques, Pinatar)",Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Santa Cruz,Distrital,Distrito 5,-17.690648,-63.137244,Fontana Rivera 1 y 2 - Valle Cartago,Público,Mercado Movil-GAM Santa Cruz,Alimentos,"Verduras, frutas",Miercoles 7:00 en adelante,null,Si,Si
Oruro,Distrital,Distrito 6,-17.927150,-67.118428,"Desde Casco del Minero hasta Urb. Aurora, Dora Halker, Cristo Salvador, Los Olivos",Público,Mercado Movil-GAM Oruro,Alimentos,"Verduras, frutas","Martes, miercoles y viernes de 7:00 a 12:00",null,Si,Si
Oruro,Distrital,Distrito 3,-17.925030,-67.111083,"Rieles, Urb. Milenium, Pampitas y Urb. aledañas",Público,Mercado Movil-GAM Oruro,Alimentos,"Verduras, frutas","Martes, miercoles y viernes de 7:00 a 12:00",null,Si,Si
Oruro,Distrital,Distrito 3,-17.933731,-67.090892,"Villa Dorina, Huajara, Camino a Capachos",Público,Mercado Movil-GAM Oruro,Alimentos,"Verduras, frutas","Martes, miercoles y viernes de 7:00 a 12:00",null,Si,Si
Oruro,Distrital,Distrito 3,-17.946841,-67.070336,"Luis Espinal, Urb. Paraíso y Urb. aledañas",Público,Mercado Movil-GAM Oruro,Alimentos,"Verduras, frutas","Martes, miercoles y viernes de 7:00 a 12:00",null,Si,Si
Oruro,Distrital,Distrito 4,-18.001566,-67.107581,"9 de Junio, Urb. Paraíso I y II, 15 de julio y aledañas",Público,Mercado Movil-GAM Oruro,Alimentos,"Verduras, frutas","Martes, miercoles y viernes de 7:00 a 12:00",null,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Fridosa,Alimentos,Carnes y embutidos,Lunes a viernes. 8:00 a 12:00,65073070-70811426,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Microempresa,Carne cerrada al vacio,Alimentos,Carnes y embutidos,null,75888507-60115517,Si,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Voluntario,Carla Mamani,Alimentos,Entrega de Abarrotes,NA,77938392,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Microempresa,Agua Rica,Alimentos,Agua purificada,NA,70719564,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,OSFIM,Alimentos,Carnes y embutidos,NA,75800080,Si,No
La Paz,Municipal,La Paz,NA,NA,NA,Microempresa,Mercasa,Alimentos,Varios,NA,76231713 - 69939108 - 79577770,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Agua La Montaña,Alimentos,Agua purificada,NA,2770777 - 2124847 - 67109994,Si,Si 
La Paz,Municipal,La Paz,NA,NA,NA,Microempresa,Botimbo,Alimentos,Alimento de mascotas,NA,62441000,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Delizia,Alimentos,Productos lacteos y helados,NA,78988113 -76596444,Si,Si
La Paz,Municipal,El Alto,NA,NA,NA,Empresa,Delizia,Alimentos,Productos lacteos y helados,NA,69720522 - 78988064,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Delizia,Alimentos,Productos lacteos y helados,NA,76760432 - 69801121,Si,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,NA,Empresa,Delizia,Alimentos,Productos lacteos y helados,NA,75852322 - 75005455,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Cosas Ricas,Alimentos,Pasteleria,NA,76759797,No,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Sofía,Alimentos,Carnes y embutidos,Lunes a domingos. 8:00 a 12:00,78445000,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Fridosa,Alimentos,Carnes y embutidos,Lunes a viernes. 7:00 a 12:00,79678258,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Imba,Alimentos,Pollos,Lunes a sábado. 8:00 a 12:00,61224816,Si,Si
La Paz,Municipal,El Alto,NA,NA,NA,Empresa,Imba,Alimentos,Pollos,Lunes a sábado. 8:00 a 12:00,75246197,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Rio Costa,Alimentos,Carne de Res,NA,22774618 - 70120091,Si,NA
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Stege,Alimentos,Embutidos,NA,2850070 - 70118765 - 70193043,No,Si
La Paz,Municipal,La Paz,NA,NA,NA,Empresa,Torito,Alimentos,Fiambres y embutidos,NA,2850070 - 70118765 - 70193043,No,Si
Chuquisaca,Municipal,Sucre,NA,NA,Tarapaca No. 59,Microempresa,Oqharikuna,Alimentos,Productos lacteos,NA,6460221,No,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Pollito Rico,Alimentos,Carnes y embutidos,7:00  am - 11:00 am,68582392 - 71790762 - 4381596,No,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Microempresa,VerduExpress,Alimentos,Verduras,Lunes a sábado. 8:00 a 12:00,60745157 - 4223444,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Microempresa,null,Alimentos,Carnes y embutidos,24 horas,60738726,Si,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Microempresa,DAADSMARKET,Alimentos,Carnes y embutidos - Verduras,06:00 am - 12:00 pm,69418282 - 69418222,No,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Microempresa,Carnes A costo,Alimentos,Carnes y embutidos,null,77442620,Si,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Informal,null,Alimentos,Verduras - Lácteos - Frutas,null,75992239,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Informal,null,Alimentos,Alimento de mascotas,null,72776916 - 69413053,Si,Si
La Paz,Zonal,Achumani ,NA,NA,Condominio Alemán y Los Girasoles,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Achumani ,-16.519260,-68.062403,"Hipermaxi calle 31, Claveles",Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Achumani ,-16.530628,-68.051799,"Meseta de Achumani, Condominio Jacaranda",Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Obrajes - Alto Obrajes,NA,NA,"Los Álamos, IV Centenario",Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Pura Pura - Centro,-16.485263,-68.148998,Ex Fábrica SAID,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Achumani ,-16.536546,-68.071711,Porvenir,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Callapa,-16.499900,-68.090578,Plaza Principal,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Alto Irpavi,-16.516515,-68.083866,Sector Las Nieves,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
La Paz,Zonal,Koani,-16.536488,-68.081058,Puente Koani,Empresa,Delizia,Alimentos,Productos lacteos y helados,Jueves 09:00 am - 10:30 am,NA,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Productos PIL,Alimentos,Lacteos,null,72208203,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Delizia,Alimentos,Lacteos,null,76760432-69801121,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Quesería Julia,Alimentos,Quesos y aceitunas,null,67559916-72262162,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Avicola Rolon,Alimentos,Ovoplus y huevos,null,79968649,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Verduras 36,Alimentos,Verduras en general,null,79790490,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Daadsmarket,Alimentos,Verduras y carnes,null,69418282,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Verdu Express,Alimentos,Verduras,null,60745157,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Eco Kawsay,Alimentos,Verduras,null,72219761-73772138,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Camion verdura,Alimentos,Verduras y frutas,null,71758486-76460289,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Camion,Alimentos,Papa y cebolla,null,69455988,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,La Case,Alimentos,Mercado,null,67555737,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Shopping onlin,Alimentos,Mercado,null,61592695-60791611,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,GranOro,Alimentos,Quinua y cereales,null,70761913-4450293,SI,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Pollito Rico,Alimentos,Pollo,null,68582392-71790762,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Imba,Alimentos,Pollo,null,74162391,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Avicultores,Alimentos,Pollo,null,65346313-78307145,NA,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Vito Rivera,Alimentos,Pollo y huevos,null,67402933-72208171,NA,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Hoy Cerdo,Alimentos,Carne de Cerdo,null,75973212,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Granja,Alimentos,Carne de Cerdo,null,71747451,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Nelore Carnes,Alimentos,Carne de Res,null,70746781,NA,No
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Carnes a costo,Alimentos,Carne de Res,null,77442620,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Zelada,Alimentos,Pan,null,60395008-60705004,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Agua Rica,Agua,Agua embotellada,null,4244721-4430410,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Natureza,Agua,Agua embotellada,null,70700891,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Eco Pura,Agua,Agua embotellada,null,72748678,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Favi Hogar,Alimentos,Supermercado,null,65746512,Si ,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Jarto 100 Bs,Alimentos,Supermercado,null,75488446,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Mayor a 150 Bs,Alimentos,Varios,null,69063762,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Tosi Bolivia,Alimentos,Alimentos prefritos,null,65739444,NA,NA
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Se lo llevo,Alimentos,Limpieza e higiene,null,69424447,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Comida rapida,Alimentos,Comida rapida,null,79969727,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Cowork Café,Alimentos,Masitas y platos,null,4234200,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Empresa,Compromax,Alimentos,Supermercado,null,75996900,Si,Si
La Paz,Zonal,Achumani ,NA,NA,"calle 13, complejo strongest",Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,78896500 - 77268029,No,NA
La Paz,Zonal,Alto Obrajes,-16.510360,-68.112718,colegio pedro poveda,Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,79454215,No,NA
La Paz,Zonal,Caja Ferroviaria,NA,NA,rotonda,Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,75859725,No,NA
La Paz,Zonal,Calacoto,NA,NA,cotel entrada a achumani,Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,63079099,No,NA
La Paz,Zonal,Cota Cota,-16.543788,-68.059585,"calle 33, av retamas c. 33",Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,70545686 - 76708748,No,NA
La Paz,Zonal,Los Pinos,-16.543162,-68.070743,Calle 25B,Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,75859725,No,NA
La Paz,Zonal,Mallasilla,NA,NA,urbanizacion marisol,Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,70136280,No,NA
La Paz,Zonal,Miraflores,NA,NA,"entre iturralde y haiti, calle cuba hipermaxi",Voluntario,Personas Encerradas pero Solidarias,Alimentos,Varios,lunes a viernes 06:00 a 12:00,70575736 - 77737939,No,NA
