Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
1,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Juan Pablo II esq. Pedro Cayetano,4 4258030,-17.389389,-66.199381,web
2,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Thunupa esq.  calle Apurimak,4 4258030,-17.378163,-66.188111,web
3,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Dorbigni esq. Av. Villavicencio,4 4258030,-17.387385,-66.182269,web
4,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Tadeo Haenke esq. Juan Pablo II,4 4258030,-17.381416,-66.198917,web
5,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Ingavi esq. Cornelio  Saavedra,4 4258030,-17.404163,-66.180518,web
6,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Melchor Perez y Av. Dorbigni,4 4258030,-17.388118,-66.179124,web
7,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Nueva Jerusalen,4 4258030,-17.431635,-66.141808,web
8,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Siglo XX esq. Libertad,4 4258030,-17.444589,-66.125164,web
9,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. París OTB Nueva Vera Cruz,4 4258030,-17.464159,-66.120245,web
10,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Jarkamayu,4 4258030,-17.452628,-66.102311,web
11,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Gualberto Villarroel,4 4258030,-17.45638,-66.116872,web
12,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Serena Calicanto,4 4258030,-17.468704,-66.110463,web
13,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Suecia (Biblio Avión) - D6,4 4258030,-17.419745,-66.139731,web
14,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Alto Cochabamba - D8,4 4258030,-17.423424,-66.145061,web
15,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB Villa Aguada, OTB Villa Brasil - D7",4 4258030,-17.422232,-66.118136,web
16,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Rocas Blancas - D7,4 4258030,-17.420293,-66.114978,web
17,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB Yuraj Rumy, OTB Las Peñas - D14",4 4258030,-17.431495,-66.109405,web
18,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Colinas de Pasbol - D14,4 4258030,-17.434705,-66.109413,web
19,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Manco Kapac y Av. 27 de agosto,4 4258030,-17.40391,-66.166728,web
20,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av. Huayna Kapac, plaza Reforma Agraria",4 4258030,-17.398862,-66.164203,web
21,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av. Heroínas, Plaza Gumán Quiton",4 4258030,-17.393286,-66.161548,web
22,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Calle México, Plaza Colón",4 4258030,-17.387801,-66.155863,web
23,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Heroínas y av. Oquendo,4 4258030,-17.391064,-66.149985,web
24,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Guillermo Urquidi y Av. Belzu,4 4258030,-17.393932,-66.141834,web
25,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Ruben Darío y Parque Noruego,4 4258030,-17.390946,-66.138801,web
26,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Ruben Darío y Av. J. Cruz Torrez,4 4258030,-17.381444,-66.142125,web
27,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Ramon Rivero y pasaje Viscarra,4 4258030,-17.380419,-66.150788,web
28,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Plaza Quintanilla,4 4258030,-17.382198,-66.151796,web
29,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av. Libertador Bolivar y Av. Oblitas, Plaza Cordova",4 4258030,-17.380647,-66.160008,web
30,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Juan de la Rosa y Av. Félix Aranibar,4 4258030,-17.379127,-66.16538,web
31,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Parque Franz Tamayo y calle Washington,4 4258030,-17.375397,-66.167472,web
32,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. América y Av. Jaime Mendoza,4 4258030,-17.37222,-66.16856,web
33,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Man Césped y Jaimes Freire,4 4258030,-17.368173,-66.167926,web
34,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av. Libertador Bolivar, Plaza Cala Cala",4 4258030,-17.368457,-66.16386,web
35,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Atahuallpa y Av. Circunvalacion,4 4258030,-17.365098,-66.162285,web
36,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Circunvalación y Av. Santa Cruz,4 4258030,-17.366498,-66.156436,web
37,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Circunvalación y Av. Melchor Urquidi,4 4258030,-17.367146,-66.149613,web
38,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Circunvalación y Parque Jorge Trigo Andia,4 4258030,-17.369374,-66.144038,web
39,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av. América, Plaza Tarija",4 4258030,-17.373794,-66.142957,web
40,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Uyuni y Av. Melchor Urquidi,4 4258030,-17.378465,-66.149734,web
41,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Humboldt y Av. Dorbigni,4 4258030,-17.387288,-66.165919,web
42,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Av.  II Circunvalación y cancha multifuncional, OTB 24 de mayo",4 4258030,-17.354645,-66.156848,web
43,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. II Circunvalación y Torrentera Logostani,4 4258030,NA,NA,web
44,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB Los Ceibos, frente al Hospital del Norte",4 4258030,-17.345846,-66.165797,web
45,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Circunvalación y Melchor Peréz,4 4258030,-17.359252,-66.17207,web
46,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB Colquiri Norte, sede",4 4258030,-17.354623,-66.180253,web
47,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Hernán Siles y Porfirio Diaz Machicado,4 4258030,-17.357259,-66.165183,web
48,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Atahuallpa y Mostajo,4 4258030,-17.361927,-66.161077,web
49,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Av. Luis Calvo y Zarzamora,4 4258030,-17.363155,-66.151708,web
50,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Kara Kara lado colegio Juancito Pinto tinglado - D15,4 4258030,-17.473767,-66.120883,web
51,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Pampa San Miguel, final Av. Autonomía, tinglado - D15",4 4258030,-17.466753,-66.145647,web
52,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Kara Kara - D15,4 4258030,-17.471945,-66.130232,web
53,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Villaflores - D15,4 4258030,-17.476704,-66.121129,web
54,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Ichucollo - D15,4 4258030,-17.481132,-66.12455,web
55,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,OTB Paz Nueva Jerusalen - D9,4 4258030,-17.491074,-66.177283,web
56,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Colegio 1 de Mayo, cerca plaza vecinal - D9",4 4258030,-17.467023,-66.20413,web
57,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Itocta, templo frente al colegio - D9",4 4258030,-17.457944,-66.185038,web
58,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB Villa Oropeza, Cobol cerca colegio - D9",4 4258030,-17.483958,-66.159673,web
59,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"OTB 21 de septiembre, tinglado - D9",4 4258030,-17.482268,-66.18029,web
60,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Sivingani, entrada lado del colegio - D9",4 4258030,-17.472719,-66.182749,web
61,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,"Pucarita Chica, lado del colegio - D9",4 4258030,-17.452255,-66.202087,web
62,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Albarrancho - D9,4 4258030,-17.453885,-66.244445,web
63,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Caico - D9,4 4258030,-17.451919,-66.231451,web
64,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Cobol - D9,4 4258030,-17.492215,-66.16141,web
65,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Villa Israel - D9,4 4258030,-17.494817,-66.177233,web
66,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Pucara - D9,4 4258030,-17.458082,-66.202617,web
67,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Villa Rosario - D9,4 4258030,-17.468847,-66.125691,web
68,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Pucarita Chica Urb - D9,4 4258030,-17.441523,-66.20086,web
69,Cochabamba,Alimentos,Mercado movil-GAM Cochabamba,Lomas de Panamericana - D9,4 4258030,-17.500668,-66.177972,web
70,La Paz,Alimentos,Mercado movil-GAM La Paz,Plan Autopista,NA,-16.458834,-68.147223,web
71,La Paz,Alimentos,Mercado movil-GAM La Paz,Santiago de Lacaya,NA,-16.470522,-68.129277,web
72,La Paz,Alimentos,Mercado movil-GAM La Paz,"Rosasani, parque",NA,-16.468492,-68.123724,web
73,La Paz,Alimentos,Mercado movil-GAM La Paz,Av. Francisco Bedregal rotonda Emaverde,NA,-16.520143,-68.1254,web
74,La Paz,Alimentos,Mercado movil-GAM La Paz,"Av. Mario Mercado, Llojeta",NA,-16.52661,-68.126677,web
75,La Paz,Alimentos,Mercado movil-GAM La Paz,"Av. 9 de abril, pasarela, final Villamil de Rada",NA,-16.507097,-68.152337,web
76,La Paz,Alimentos,Mercado movil-GAM La Paz,Condores Lakota / Lomas del Sur / Huantaqui,NA,-16.530104,-68.057658,web
77,La Paz,Alimentos,Mercado movil-GAM La Paz,Chijipata,NA,-16.545331,-68.045255,web
78,La Paz,Alimentos,Mercado movil-GAM La Paz,Rosales de Achumani,NA,-16.513816,-68.052997,web
79,La Paz,Alimentos,Mercado movil-GAM La Paz,"Cancha zona 24 de junio ""A"", calle 24 de junio",NA,-16.480262,-68.113634,web
80,La Paz,Alimentos,Mercado movil-GAM La Paz,"Cosmos 85, parada Pumakatari, zona Villa Salome",NA,-16.485179,-68.093155,web
81,La Paz,Alimentos,Mercado movil-GAM La Paz,Zona Kupini,NA,-16.510534,-68.099247,web
82,La Paz,Alimentos,Mercado movil-GAM La Paz,"Av. Valle de la Luna, altura banderas",NA,-16.56676,-68.093453,web
83,La Paz,Alimentos,Mercado movil-GAM La Paz,"Av. Tricentenario, calle 5 de la zona de Jupapina",NA,-16.59173,-68.073074,web
84,La Paz,Alimentos,Mercado movil-GAM La Paz,Av. Hernan Siles - Mallasa,NA,-16.559257,-68.094054,web
85,La Paz,Alimentos,Mercado movil-GAM La Paz,Plaza Bolivia,NA,-16.507011,-68.126557,web
86,La Paz,Alimentos,Mercado movil-GAM La Paz,Calle Jaimes y Mariaca,NA,-16.504719,-68.117239,web
87,La Paz,Alimentos,Mercado movil-GAM La Paz,Plaza Uyuni,NA,-16.496938,-68.124284,web
88,La Paz,Alimentos,Mercado movil-GAM La Paz,Zona Sagrado Corazon,NA,-16.50053,-68.153006,web
89,La Paz,Alimentos,Mercado movil-GAM La Paz,"Zona Wakathaki, colegio Filadelfia",NA,-16.500101,-68.161168,web
90,La Paz,Alimentos,Mercado movil-GAM La Paz,Ciudadela Caja Ferroviaria,NA,-16.488718,-68.143275,web
91,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Guaracal (Parque urbano),NA,-17.817747,-63.173147,web
92,Santa Cruz,Alimentos,Mercado movil-GAM La Paz,Barrio Guarachi-Rotonda,NA,-17.781787,-63.145049,web
93,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio 21 de Enero-Cancha,NA,-17.776433,-63.134799,web
94,Santa Cruz,Alimentos,Mercado movil-GAM La Paz,Urbanización Clara Serrano,NA,-17.686077,-63.070053,web
95,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Las Misiones-Plaza del barrio,NA,-17.834344,-63.193398,web
96,Santa Cruz,Alimentos,Mercado movil-GAM La Paz,Centro Educativo Caritas - Barrio Yabog - Barrio El Deber,NA,-17.83918,-63.185724,web
97,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio España - Frente a la capilla,NA,-17.775866,-63.117687,web
98,Santa Cruz,Alimentos,Mercado movil-GAM La Paz,"Av. Miguel de Cervantes, octavo anillo",NA,-17.851037,-63.198303,web
99,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio La Colorada - Cancha 16 de noviembre,NA,-17.850836,-63.194392,web
100,Santa Cruz,Alimentos,Mercado movil-GAM La Paz,Barrio El Trigal - Plaza del barrio,NA,-17.860254,-63.213271,web
101,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Comunidad Usuri y zonas aledañas,NA,-17.88118,-62.941722,web
102,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Plaza La Costanera,NA,-17.757712,-63.201073,web
103,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Plaza los Mangales,NA,-17.818435,-63.130803,web
104,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Sub alcaldia Distrito 1,NA,-17.770796,-63.201782,web
105,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Unidad Educativa Las Porras,NA,-17.7968,-63.222009,web
106,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Lagua Guapilo Barrio Junin UV 263,NA,-17.780884,-63.098498,web
107,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Condominio Borguese 262-264,NA,-17.781715,-63.090259,web
108,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Kerana,NA,-17.769912,-63.134514,web
109,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,La Casona,NA,NA,NA,web
110,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Amaranto,NA,NA,NA,web
111,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Parque Acuatico,NA,NA,NA,web
112,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Taparruete 278,NA,NA,NA,web
113,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Ciudad del Este UV 270,NA,NA,NA,web
114,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Urbanización Punta Rena - Modulo Juancito Pinto,NA,-17.842421,-63.085481,web
115,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Urbanización El Quior - Plaza Principal,NA,-17.847212,-63.08797,web
116,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio 15 de Enero - Cancha 15 de enero,NA,NA,NA,web
117,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Paraiso,NA,NA,NA,web
118,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Señor de los milagros Km. 9,NA,NA,NA,web
119,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Totaitu Mirador,NA,-17.706295,-63.164682,web
120,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Los Sauces,NA,-17.729157,-63.144493,web
121,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Villa Carmela,NA,-17.729387,-63.175957,web
122,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio 24 de Septiembre,NA,-17.750875,-63.186746,web
123,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Bella Vista,NA,NA,NA,web
124,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio 16 de Noviembre,NA,-17.824594,-63.178732,web
125,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio La Esperanza,NA,NA,NA,web
126,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio Los Pinos,NA,NA,NA,web
127,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Barrio 15 de Octubre,NA,NA,NA,web
128,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,"Zona de Condominio Sevilla (1 y 2, Los Bosques, Pinatar)",NA,-17.688018,-63.1509,web
129,Santa Cruz,Alimentos,Mercado movil-GAM Santa Cruz,Fontana Rivera 1 y 2 - Valle Cartago,NA,-17.690648,-63.137244,web
130,Oruro,Alimentos,Mercado movil-GAM Oruro,"Desde Casco del Minero hasta Urb. Aurora, Dora Halker, Cristo Salvador, Los Olivos",NA,-17.92715,-67.118428,web
131,Oruro,Alimentos,Mercado movil-GAM Oruro,"Rieles, Urb. Milenium, Pampitas y Urb. aledañas",NA,-17.92503,-67.111083,web
132,Oruro,Alimentos,Mercado movil-GAM Oruro,"Villa Dorina, Huajara, Camino a Capachos",NA,-17.933731,-67.090892,web
133,Oruro,Alimentos,Mercado movil-GAM Oruro,"Luis Espinal, Urb. Paraíso y Urb. aledañas",NA,-17.946841,-67.070336,web
134,Oruro,Alimentos,Mercado movil-GAM Oruro,"9 de Junio, Urb. Paraíso I y II, 15 de julio y aledañas",NA,-18.001566,-67.107581,web
135,La Paz,Alimentos,Fridosa,NA,65073070-70811426,NA,NA,web
136,La Paz,Alimentos,Carne cerrada al vacio,NA,75888507-60115517,NA,NA,web
137,Cochabamba,Alimentos,Carla Mamani,NA,77938392,NA,NA,web
138,Cochabamba,Alimentos,Agua Rica,NA,70719564,NA,NA,web
139,La Paz,Alimentos,OSFIM,NA,75800080,NA,NA,web
140,La Paz,Alimentos,Mercasa,NA,76231713 - 69939108 - 79577770,NA,NA,web
141,La Paz,Alimentos,Agua La Montaña,NA,2770777 - 2124847 - 67109994,NA,NA,web
142,La Paz,Alimentos,Botimbo,NA,62441000,NA,NA,web
143,La Paz,Alimentos,Delizia,NA,78988113 -76596444,NA,NA,web
144,La Paz,Alimentos,Delizia,NA,69720522 - 78988064,NA,NA,web
145,Cochabamba,Alimentos,Delizia,NA,76760432 - 69801121,NA,NA,web
146,Santa Cruz,Alimentos,Delizia,NA,75852322 - 75005455,NA,NA,web
147,La Paz,Alimentos,Cosas Ricas,NA,76759797,NA,NA,web
148,La Paz,Alimentos,Sofía,NA,78445000,NA,NA,web
149,La Paz,Alimentos,Fridosa,NA,79678258,NA,NA,web
150,La Paz,Alimentos,Imba,NA,61224816,NA,NA,web
151,La Paz,Alimentos,Imba,NA,75246197,NA,NA,web
152,La Paz,Alimentos,Rio Costa,NA,22774618 - 70120091,NA,NA,web
153,La Paz,Alimentos,Stege,NA,2850070 - 70118765 - 70193043,NA,NA,web
154,La Paz,Alimentos,Torito,NA,2850070 - 70118765 - 70193043,NA,NA,web
155,Chuquisaca,Alimentos,Oqharikuna,Tarapaca No. 59,6460221,NA,NA,web
156,Cochabamba,Alimentos,Pollito Rico,NA,68582392 - 71790762 - 4381596,NA,NA,web
157,Cochabamba,Alimentos,VerduExpress,NA,60745157 - 4223444,NA,NA,web
158,Cochabamba,Alimentos,NA,NA,60738726,NA,NA,web
159,Cochabamba,Alimentos,DAADSMARKET,NA,69418282 - 69418222,NA,NA,web
160,Cochabamba,Alimentos,Carnes A costo,NA,77442620,NA,NA,web
161,Cochabamba,Alimentos,NA,NA,75992239,NA,NA,web
162,Cochabamba,Alimentos,NA,NA,72776916 - 69413053,NA,NA,web
163,La Paz,Alimentos,Delizia,Condominio Alemán y Los Girasoles,NA,NA,NA,web
164,La Paz,Alimentos,Delizia,"Hipermaxi calle 31, Claveles",NA,-16.51926,-68.062403,web
165,La Paz,Alimentos,Delizia,"Meseta de Achumani, Condominio Jacaranda",NA,-16.530628,-68.051799,web
166,La Paz,Alimentos,Delizia,"Los Álamos, IV Centenario",NA,NA,NA,web
167,La Paz,Alimentos,Delizia,Ex Fábrica SAID,NA,-16.485263,-68.148998,web
168,La Paz,Alimentos,Delizia,Porvenir,NA,-16.536546,-68.071711,web
169,La Paz,Alimentos,Delizia,Plaza Principal,NA,-16.4999,-68.090578,web
170,La Paz,Alimentos,Delizia,Sector Las Nieves,NA,-16.516515,-68.083866,web
171,La Paz,Alimentos,Delizia,Puente Koani,NA,-16.536488,-68.081058,web
172,Cochabamba,Alimentos,Productos PIL,NA,72208203,NA,NA,web
173,Cochabamba,Alimentos,Delizia,NA,76760432-69801121,NA,NA,web
174,Cochabamba,Alimentos,Quesería Julia,NA,67559916-72262162,NA,NA,web
175,Cochabamba,Alimentos,Avicola Rolon,NA,79968649,NA,NA,web
176,Cochabamba,Alimentos,Verduras 36,NA,79790490,NA,NA,web
177,Cochabamba,Alimentos,Daadsmarket,NA,69418282,NA,NA,web
178,Cochabamba,Alimentos,Verdu Express,NA,60745157,NA,NA,web
179,Cochabamba,Alimentos,Eco Kawsay,NA,72219761-73772138,NA,NA,web
180,Cochabamba,Alimentos,Camion verdura,NA,71758486-76460289,NA,NA,web
181,Cochabamba,Alimentos,Camion,NA,69455988,NA,NA,web
182,Cochabamba,Alimentos,La Case,NA,67555737,NA,NA,web
183,Cochabamba,Alimentos,Shopping onlin,NA,61592695-60791611,NA,NA,web
184,Cochabamba,Alimentos,GranOro,NA,70761913-4450293,NA,NA,web
185,Cochabamba,Alimentos,Pollito Rico,NA,68582392-71790762,NA,NA,web
186,Cochabamba,Alimentos,Imba,NA,74162391,NA,NA,web
187,Cochabamba,Alimentos,Avicultores,NA,65346313-78307145,NA,NA,web
188,Cochabamba,Alimentos,Vito Rivera,NA,67402933-72208171,NA,NA,web
189,Cochabamba,Alimentos,Hoy Cerdo,NA,75973212,NA,NA,web
190,Cochabamba,Alimentos,Granja,NA,71747451,NA,NA,web
191,Cochabamba,Alimentos,Nelore Carnes,NA,70746781,NA,NA,web
192,Cochabamba,Alimentos,Carnes a costo,NA,77442620,NA,NA,web
193,Cochabamba,Alimentos,Zelada,NA,60395008-60705004,NA,NA,web
194,Cochabamba,Agua,Agua Rica,NA,4244721-4430410,NA,NA,web
195,Cochabamba,Agua,natureza,NA,70700891,NA,NA,web
196,Cochabamba,Agua,Eco Pura,NA,72748678,NA,NA,web
